mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2,hoja_1,hoja_2
TW_26206,NA,D. Otros,,9. Utilidad pública,Alondra-6,Benjamín-3
FB_2087,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,César-4,Gonzalo-6
TW_18967,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros) | 8. Interacción con usuarios,Marcelo-2,Saúl-6
TW_5992,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-7,Matías-7
TW_26568,A. Programático,C. Politics,1a. Programática - Postura,6d. Referencia positiva (gobierno) | 1a. Programática - Postura,Gonzalo-2,Gabriel-8
TW_15058,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal),Andrea-4,Gonzalo-6
TW_14908,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal) | 1a. Programática - Postura,César-3,Saúl-4
TW_2823,C. Politics,C. Politics,5c. Ataque (otros),5a. Ataque (personal) | 1a. Programática - Postura,Marcelo-2,Saúl-4
FB_9758,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements,Benjamín-6,Matías-2
TW_3943,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Saúl-2,Gabriel-7
TW_11764,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Gonzalo-8,Benjamín-5
FB_6523,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Andrea-3,Gabriel-3
TW_15931,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Marcelo-6,Andrea-4
TW_3334,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Marcelo-6,Carolina-6
TW_21444,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Gabriel-7,Marcelo-7
TW_9420,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Alondra-5,Saúl-2
TW_23174,D. Otros,D. Otros,7a. Personal (trivial),8. Interacción con usuarios,Matías-2,Saúl-4
TW_6189,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-2,César-2
TW_395,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Alondra-5,Gonzalo-4
TW_17077,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-5,César-6
FB_6537,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos | 6c. Referencia positiva (coalición),Gonzalo-2,Saúl-3
FB_6704,B. Campaña,D. Otros,6f. Referencia positiva (otros),N/A (imposible de determinar),Matías-7,Extra-1
TW_1619,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura,Benjamín-6,Saúl-2
TW_14623,C. Politics,B. Campaña,6f. Referencia positiva (otros),2. Eventos de campaña,Carolina-7,Matías-6
TW_2870,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),César-7,Extra-2
TW_4569,C. Politics,B. Campaña,6b. Referencia positiva (partido),3. Movilización de recursos,Saúl-8,Matías-8
TW_16264,D. Otros,D. Otros,10. Aparición en medios,7b. Personal (aptitudes),Alondra-4,Saúl-7
TW_18312,C. Politics,B. Campaña,6b. Referencia positiva (partido),4. Endorsements,Andrea-3,Matías-5
FB_833,D. Otros,NA,10. Aparición en medios,,Saúl-2,Alondra-6
TW_25063,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña,Gonzalo-2,Matías-3
TW_42,B. Campaña,B. Campaña,2. Eventos de campaña | 10. Aparición en medios,2. Eventos de campaña,Benjamín-2,Gonzalo-7
TW_6138,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,César-4,Matías-7
FB_8154,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-4,Andrea-3
TW_17143,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido),Andrea-2,Carolina-5
TW_186,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña,Marcelo-2,Alondra-6
FB_4387,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Saúl-4,Extra-1
TW_1248,D. Otros,B. Campaña,N/A (imposible de determinar),3. Movilización de recursos,Extra-2,Gabriel-4
TW_7536,C. Politics,B. Campaña,6b. Referencia positiva (partido),4. Endorsements,Carolina-6,Gonzalo-8
TW_20893,D. Otros,A. Programático,9. Utilidad pública,1a. Programática - Postura,Marcelo-8,Gonzalo-7
TW_3569,C. Politics,C. Politics,1a. Programática - Postura | 5a. Ataque (personal),6a. Referencia positiva (cand. presidencial),Saúl-2,Benjamín-7
TW_14131,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros),Benjamín-3,Gonzalo-7
TW_14187,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Matías-4,Carolina-3
TW_12826,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Benjamín-7,Alondra-3
TW_13131,D. Otros,C. Politics,7b. Personal (aptitudes),7a. Personal (trivial),Extra-6,Matías-4
TW_3568,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,César-5,Andrea-2
FB_940,A. Programático,B. Campaña,1a. Programática - Postura | 2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura,Andrea-3,Saúl-4
FB_7109,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Gabriel-4,Saúl-2
TW_2690,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Carolina-6,César-7
FB_1834,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,Carolina-7,Saúl-6
TW_2401,C. Politics,A. Programático,5c. Ataque (otros),1a. Programática - Postura,Matías-5,Benjamín-2
TW_14293,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-5,Saúl-5
FB_8803,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Matías-5,César-8
TW_8163,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública,Marcelo-4,Carolina-8
FB_3180,NA,A. Programático,,1a. Programática - Postura,Alondra-6,Gabriel-5
TW_21836,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements,Gonzalo-5,Benjamín-7
TW_20176,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-1,Gabriel-3
TW_12378,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Marcelo-8,Matías-6
TW_8934,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos | 1b. Programática - Propuesta,César-8,Saúl-2
TW_19661,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-4,Andrea-4
TW_3973,D. Otros,D. Otros,6f. Referencia positiva (otros),9. Utilidad pública | 1a. Programática - Postura,Matías-5,Gabriel-7
FB_7879,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura | 5b. Ataque (global),Saúl-5,Gabriel-6
TW_2120,D. Otros,C. Politics,8. Interacción con usuarios | 5c. Ataque (otros),5c. Ataque (otros),Saúl-8,Andrea-3
TW_14514,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal),Gabriel-4,Alondra-4
TW_13266,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Alondra-4,Carolina-4
FB_2334,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-2,Carolina-4
FB_3000,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-4,Matías-6
TW_16441,B. Campaña,D. Otros,4. Endorsements,8. Interacción con usuarios,Matías-2,Carolina-6
TW_7219,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública,Marcelo-2,Gabriel-2
FB_6793,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-6,Benjamín-3
FB_3483,NA,B. Campaña,,2. Eventos de campaña,Alondra-6,Benjamín-5
FB_8837,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-6,Alondra-4
TW_22074,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios,Gabriel-8,Carolina-4
TW_19050,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),N/A (imposible de determinar),Gabriel-6,Matías-7
TW_7175,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña,Gabriel-3,Alondra-4
FB_1461,C. Politics,B. Campaña,4. Endorsements,2. Eventos de campaña,Saúl-3,Carolina-3
FB_905,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta,Extra-4,Alondra-4
TW_3891,D. Otros,D. Otros,7a. Personal (trivial),7b. Personal (aptitudes),Alondra-5,Benjamín-4
TW_26509,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Matías-5,Andrea-2
TW_18099,B. Campaña,B. Campaña,4. Endorsements,3. Movilización de recursos,Gonzalo-7,Saúl-7
TW_9585,C. Politics,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Matías-5,Saúl-3
FB_6633,D. Otros,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-3,Gabriel-3
TW_18702,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),César-3,Benjamín-7
FB_3881,B. Campaña,B. Campaña,3. Movilización de recursos | 6f. Referencia positiva (otros),2. Eventos de campaña,Matías-4,Carolina-8
FB_9583,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-8,Marcelo-2
TW_10442,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios,César-5,Carolina-2
TW_15964,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-8,Gonzalo-7
FB_195,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-5,Benjamín-3
TW_27060,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Gonzalo-3,Matías-7
FB_7946,B. Campaña,D. Otros,3. Movilización de recursos | 7b. Personal (aptitudes),7b. Personal (aptitudes),Matías-3,Marcelo-3
TW_15191,B. Campaña,D. Otros,8. Interacción con usuarios | 4. Endorsements,8. Interacción con usuarios,Matías-2,Saúl-3
TW_25659,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal),Marcelo-3,Gonzalo-8
TW_5472,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Carolina-6,César-7
TW_2806,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Gonzalo-3,Extra-2
TW_16062,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,César-7,Gabriel-3
TW_10750,C. Politics,B. Campaña,6b. Referencia positiva (partido) | 6a. Referencia positiva (cand. presidencial),3. Movilización de recursos | 6a. Referencia positiva (cand. presidencial),Andrea-2,Gabriel-4
TW_25870,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,César-5,Saúl-7
FB_3022,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,Saúl-6,Matías-7
FB_6200,B. Campaña,D. Otros,4. Endorsements,4. Endorsements,Gonzalo-3,Benjamín-3
FB_3193,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-2,Benjamín-5
FB_3787,C. Politics,B. Campaña,5b. Ataque (global),2. Eventos de campaña,Benjamín-4,Carolina-3
TW_13391,C. Politics,B. Campaña,6f. Referencia positiva (otros),4. Endorsements,Marcelo-7,Gabriel-4
FB_1064,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar),Matías-8,César-5
TW_21447,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-5,Extra-3
FB_6053,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,César-8,Andrea-4
TW_8234,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gabriel-7,Benjamín-6
FB_7305,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,César-2
TW_22315,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Gonzalo-5,Benjamín-2
FB_4110,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,César-5,Gabriel-5
TW_22200,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura,Extra-2,Matías-4
TW_16395,C. Politics,B. Campaña,4. Endorsements,2. Eventos de campaña,Saúl-3,Carolina-6
TW_6378,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-3,César-3
TW_7570,D. Otros,D. Otros,9. Utilidad pública,8. Interacción con usuarios | 9. Utilidad pública,Gonzalo-2,Saúl-5
TW_5481,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Alondra-6,Extra-6
TW_9689,A. Programático,D. Otros,1a. Programática - Postura,10. Aparición en medios,Carolina-2,Benjamín-2
TW_146,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-7,Saúl-7
TW_12089,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal) | 8. Interacción con usuarios,Alondra-3,Matías-5
TW_11562,A. Programático,C. Politics,1a. Programática - Postura,6f. Referencia positiva (otros),Alondra-5,Matías-6
TW_26315,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,Marcelo-5,Andrea-2
TW_923,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal),Matías-2,Gonzalo-6
TW_6761,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gabriel-8,César-8
FB_158,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta,Benjamín-8,Saúl-6
TW_7766,NA,A. Programático,,1b. Programática - Propuesta,Alondra-6,Carolina-7
TW_27146,A. Programático,A. Programático,1b. Programática - Propuesta | 1a. Programática - Postura,1a. Programática - Postura,Matías-5,Benjamín-3
TW_3251,B. Campaña,A. Programático,2. Eventos de campaña | 9. Utilidad pública,1b. Programática - Propuesta,Saúl-5,Matías-5
TW_13511,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Matías-7,Gonzalo-4
TW_14499,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-5,Benjamín-7
FB_546,A. Programático,A. Programático,1a. Programática - Postura | 5a. Ataque (personal),1a. Programática - Postura | 5a. Ataque (personal),Matías-7,César-5
TW_2710,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Andrea-3,Alondra-2
TW_23977,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Alondra-5,Carolina-8
TW_15504,B. Campaña,B. Campaña,2. Eventos de campaña | 8. Interacción con usuarios,2. Eventos de campaña,Saúl-4,Gabriel-5
TW_25556,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global),César-2,Benjamín-3
FB_3205,A. Programático,D. Otros,1a. Programática - Postura | 7b. Personal (aptitudes),7a. Personal (trivial),Matías-3,Alondra-3
FB_6651,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,César-2,Marcelo-6
TW_26736,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros),Gonzalo-2,Extra-4
TW_12812,D. Otros,D. Otros,8. Interacción con usuarios | 5a. Ataque (personal),8. Interacción con usuarios,Saúl-3,Gabriel-3
FB_7931,B. Campaña,B. Campaña,2. Eventos de campaña | 1a. Programática - Postura,2. Eventos de campaña,Saúl-5,Matías-4
TW_16560,D. Otros,C. Politics,8. Interacción con usuarios,4. Endorsements,Carolina-3,Marcelo-8
TW_19085,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Gonzalo-5,Marcelo-4
FB_465,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal),Alondra-3,César-4
TW_5579,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gabriel-6,Benjamín-8
TW_24223,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-5,Marcelo-2
TW_11883,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,César-8,Gonzalo-5
TW_408,B. Campaña,D. Otros,3. Movilización de recursos,7a. Personal (trivial),Gabriel-2,Marcelo-5
TW_18964,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-7,Gabriel-6
FB_806,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-5,Benjamín-5
TW_25681,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,César-4,Matías-6
FB_6473,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña,Andrea-3,Gonzalo-7
TW_14695,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gabriel-3,Carolina-3
FB_8040,B. Campaña,C. Politics,4. Endorsements,4. Endorsements,Gonzalo-7,Marcelo-6
FB_3408,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-5,César-3
TW_16739,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-4,César-2
FB_6709,D. Otros,D. Otros,N/A (imposible de determinar),7a. Personal (trivial),Matías-2,Marcelo-7
TW_565,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-7,Benjamín-6
TW_1418,B. Campaña,C. Politics,4. Endorsements,4. Endorsements,Gonzalo-6,Saúl-4
TW_4257,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Benjamín-4,Gonzalo-8
FB_1632,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-7,Matías-2
FB_602,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Andrea-4,Marcelo-3
FB_9651,C. Politics,D. Otros,7b. Personal (aptitudes),9. Utilidad pública,Matías-3,Alondra-4
TW_19492,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-6,César-4
TW_14776,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global),Gonzalo-8,Benjamín-4
TW_25122,A. Programático,D. Otros,1a. Programática - Postura | 8. Interacción con usuarios,7a. Personal (trivial),Saúl-2,Benjamín-4
TW_26732,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gabriel-8,Gonzalo-3
FB_3427,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-3,César-4
FB_4265,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-4,Extra-6
TW_12192,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios,Andrea-3,Extra-2
TW_20464,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido),César-7,Extra-2
