mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2
FB_1461,C. Politics,B. Campaña,4. Endorsements,2. Eventos de campaña
FB_905,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta
TW_3891,D. Otros,D. Otros,7a. Personal (trivial),7b. Personal (aptitudes)
TW_26509,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_18099,B. Campaña,B. Campaña,4. Endorsements,3. Movilización de recursos
TW_9585,C. Politics,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6633,D. Otros,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_18702,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_3881,B. Campaña,B. Campaña,3. Movilización de recursos | 6f. Referencia positiva (otros),2. Eventos de campaña
FB_9583,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10442,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_15964,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_195,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_27060,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
FB_7946,B. Campaña,D. Otros,3. Movilización de recursos | 7b. Personal (aptitudes),7b. Personal (aptitudes)
TW_15191,B. Campaña,D. Otros,8. Interacción con usuarios | 4. Endorsements,8. Interacción con usuarios
TW_25659,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal)
TW_5472,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_2806,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
TW_16062,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_10750,C. Politics,B. Campaña,6b. Referencia positiva (partido) | 6a. Referencia positiva (cand. presidencial),3. Movilización de recursos | 6a. Referencia positiva (cand. presidencial)
TW_25870,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
FB_3022,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
FB_6200,B. Campaña,D. Otros,4. Endorsements,4. Endorsements
FB_3193,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3787,C. Politics,B. Campaña,5b. Ataque (global),2. Eventos de campaña
TW_13391,C. Politics,B. Campaña,6f. Referencia positiva (otros),4. Endorsements
FB_1064,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar)
TW_21447,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6053,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_8234,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_7305,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22315,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
FB_4110,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_22200,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura
TW_16395,C. Politics,B. Campaña,4. Endorsements,2. Eventos de campaña
TW_6378,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_7570,D. Otros,D. Otros,9. Utilidad pública,8. Interacción con usuarios | 9. Utilidad pública
TW_5481,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
TW_9689,A. Programático,D. Otros,1a. Programática - Postura,10. Aparición en medios
TW_146,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12089,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal) | 8. Interacción con usuarios
TW_11562,A. Programático,C. Politics,1a. Programática - Postura,6f. Referencia positiva (otros)
TW_26315,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura
TW_923,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal)
TW_6761,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_158,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta
TW_7766,NA,A. Programático,,1b. Programática - Propuesta
TW_27146,A. Programático,A. Programático,1b. Programática - Propuesta | 1a. Programática - Postura,1a. Programática - Postura
TW_3251,B. Campaña,A. Programático,2. Eventos de campaña | 9. Utilidad pública,1b. Programática - Propuesta
TW_13511,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_14499,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_546,A. Programático,A. Programático,1a. Programática - Postura | 5a. Ataque (personal),1a. Programática - Postura | 5a. Ataque (personal)
TW_2710,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_23977,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_15504,B. Campaña,B. Campaña,2. Eventos de campaña | 8. Interacción con usuarios,2. Eventos de campaña
TW_25556,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
FB_3205,A. Programático,D. Otros,1a. Programática - Postura | 7b. Personal (aptitudes),7a. Personal (trivial)
FB_6651,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_26736,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros)
TW_12812,D. Otros,D. Otros,8. Interacción con usuarios | 5a. Ataque (personal),8. Interacción con usuarios
FB_7931,B. Campaña,B. Campaña,2. Eventos de campaña | 1a. Programática - Postura,2. Eventos de campaña
TW_16560,D. Otros,C. Politics,8. Interacción con usuarios,4. Endorsements
TW_19085,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
FB_465,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal)
TW_5579,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_24223,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_11883,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_408,B. Campaña,D. Otros,3. Movilización de recursos,7a. Personal (trivial)
TW_18964,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_806,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_25681,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
FB_6473,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña
TW_14695,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_8040,B. Campaña,C. Politics,4. Endorsements,4. Endorsements
FB_3408,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_16739,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6709,D. Otros,D. Otros,N/A (imposible de determinar),7a. Personal (trivial)
TW_565,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_1418,B. Campaña,C. Politics,4. Endorsements,4. Endorsements
TW_4257,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
FB_1632,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_602,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
FB_9651,C. Politics,D. Otros,7b. Personal (aptitudes),9. Utilidad pública
TW_19492,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_14776,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global)
TW_25122,A. Programático,D. Otros,1a. Programática - Postura | 8. Interacción con usuarios,7a. Personal (trivial)
TW_26732,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_3427,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4265,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12192,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios
TW_20464,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
TW_1069,D. Otros,A. Programático,9. Utilidad pública,1a. Programática - Postura
FB_9382,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura | 3. Movilización de recursos
TW_24006,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9118,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4551,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_10858,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_823,NA,B. Campaña,,2. Eventos de campaña
TW_6346,C. Politics,C. Politics,5c. Ataque (otros),5a. Ataque (personal)
TW_4789,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial)
TW_6111,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña
TW_16236,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_6421,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_21232,B. Campaña,NA,2. Eventos de campaña,
TW_25193,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
TW_21332,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5998,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_292,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_1203,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_9329,D. Otros,D. Otros,4. Endorsements,7a. Personal (trivial)
TW_18842,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial)
FB_2953,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_6398,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_9554,B. Campaña,D. Otros,3. Movilización de recursos,8. Interacción con usuarios
TW_17144,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
TW_12644,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_4149,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_4213,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_1217,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_24327,B. Campaña,D. Otros,2. Eventos de campaña | 1a. Programática - Postura,9. Utilidad pública
TW_17986,D. Otros,D. Otros,6f. Referencia positiva (otros),7a. Personal (trivial)
TW_4626,C. Politics,NA,6e. Referencia positiva (comp. lista),
TW_10797,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5318,B. Campaña,B. Campaña,10. Aparición en medios,4. Endorsements | 3. Movilización de recursos
FB_6876,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_19611,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_23532,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial)
FB_2568,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
FB_1368,D. Otros,D. Otros,10. Aparición en medios | 1a. Programática - Postura,9. Utilidad pública
FB_6429,NA,C. Politics,,6f. Referencia positiva (otros)
TW_13047,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_21337,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5285,B. Campaña,B. Campaña,2. Eventos de campaña | 3. Movilización de recursos,2. Eventos de campaña | 4. Endorsements
TW_22752,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
TW_19091,B. Campaña,B. Campaña,2. Eventos de campaña,1a. Programática - Postura | 6f. Referencia positiva (otros)
FB_1840,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_11753,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
TW_2551,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
FB_6137,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña
TW_21987,C. Politics,D. Otros,5c. Ataque (otros),8. Interacción con usuarios
TW_12428,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta,1b. Programática - Propuesta
FB_362,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8344,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_7923,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña
TW_13164,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios
TW_9820,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4173,B. Campaña,B. Campaña,2. Eventos de campaña | 3. Movilización de recursos,2. Eventos de campaña
TW_19527,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_3640,NA,C. Politics,,6a. Referencia positiva (cand. presidencial)
TW_25024,C. Politics,D. Otros,5c. Ataque (otros),7a. Personal (trivial)
TW_21741,C. Politics,D. Otros,5b. Ataque (global),7a. Personal (trivial)
TW_9066,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
FB_1662,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_19701,A. Programático,C. Politics,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_11799,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10388,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_8832,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_23161,D. Otros,D. Otros,8. Interacción con usuarios,10. Aparición en medios
TW_24046,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_15985,D. Otros,D. Otros,N/A (imposible de determinar),9. Utilidad pública
TW_12559,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_6271,B. Campaña,A. Programático,3. Movilización de recursos,1b. Programática - Propuesta
TW_14416,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_9846,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
FB_9484,B. Campaña,B. Campaña,2. Eventos de campaña | 1a. Programática - Postura,2. Eventos de campaña
TW_280,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_7633,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_25474,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_3979,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_8627,C. Politics,C. Politics,6f. Referencia positiva (otros),6e. Referencia positiva (comp. lista)
FB_4925,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_8911,D. Otros,C. Politics,8. Interacción con usuarios,6f. Referencia positiva (otros)
FB_2009,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6531,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
FB_3061,C. Politics,B. Campaña,6f. Referencia positiva (otros),3. Movilización de recursos
FB_4570,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_17213,C. Politics,C. Politics,4. Endorsements,4. Endorsements
